,Total_Stops,Additional_Info,Route1,Route2,Route3,Route4,Route5,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Banglore,Chennai,Delhi,Kolkata,Mumbai,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
4863,2,8,0,7,21,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9167300946499768,3,12,8,50,16,20,1890,0.005002940993443758
4864,0,8,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.0896704354558437,3,27,19,5,20,30,85,0.0931902673127884
4865,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,9,23,5,19,0,1195,0.008053920340403684
4866,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.19221267772591213,5,9,20,25,1,30,305,0.0291461770222786
4867,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1625277542020667,3,21,7,5,13,20,375,0.02554935193211107
4868,1,8,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.3802553721065464,4,21,7,0,12,55,355,0.024770738229829038
4869,0,7,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.5797140751792345,5,21,21,10,0,5,175,0.04675108968982499
4870,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,1,15,0,12,35,1295,0.007132278358027579
4871,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1492283254636413,5,15,18,55,10,5,910,0.010521120115124634
4872,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1931243671220555,6,3,17,30,19,0,1530,0.006272302392593186
4873,2,5,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5072597667405867,6,12,19,30,12,35,1025,0.009021049623959295
4874,0,8,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.6861685837314655,3,21,9,30,12,5,155,0.05243296248610565
4875,1,8,2,2,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.06493225256364006,3,24,12,0,13,40,1540,0.005814639278173197
4876,1,8,3,6,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.4421554256054513,6,9,2,0,7,45,345,0.025397159285685766
4877,0,5,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,6,6,18,55,22,0,185,0.04803240170352871
4878,1,8,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.20616903578017198,5,6,9,25,18,30,545,0.01668423353226438
4879,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.037002616394727,6,1,13,0,21,0,480,0.01982696318600099
4880,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.05410570300050474,3,27,7,30,13,20,350,0.025757995002208135
4881,2,8,2,15,9,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8139595961757721,4,1,9,50,23,15,805,0.011680878492710156
4882,0,8,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4217861615055294,6,15,22,20,0,40,140,0.05901459174262101
4883,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0064847743368839,6,12,16,0,1,30,570,0.01666906464154097
4884,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.6147969939652382,5,12,20,25,23,35,1630,0.005706417156652556
4885,0,8,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.0754585370016894,3,9,6,55,9,35,160,0.05274249452492641
4886,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1277321359804555,3,24,13,55,10,5,1210,0.00790351093334353
4887,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,24,21,50,19,0,1270,0.007272677538303712
4888,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.386698351984509,4,15,22,10,1,0,170,0.048705592445426625
4889,1,8,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.14325125147078926,5,12,20,20,20,20,1440,0.00629221926020567
4890,1,8,3,20,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.3431576075886016,3,21,7,5,22,20,915,0.009631197563029768
4891,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.601155431980455,6,24,8,30,19,0,630,0.014753170920607786
4892,1,8,2,20,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.011662981596267,5,1,15,15,20,5,290,0.0292115815692153
4893,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1739903182721239,6,9,16,30,22,35,365,0.026265362077064258
4894,0,7,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.49848306580602414,3,24,9,35,12,30,175,0.04990441054290471
4895,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1166872861450847,5,18,20,25,18,0,1295,0.007380394776710132
4896,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.36663019944802794,3,27,11,40,21,0,560,0.01571529641478557
4897,2,8,0,40,7,6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8057015028969919,3,3,7,30,10,50,1640,0.005731031999098033
4898,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,6,21,11,30,14,5,155,0.054692982718738015
4899,1,8,2,37,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.1930229408179556,5,6,21,0,2,15,315,0.02821958874718544
4900,1,8,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.5418982925826568,6,3,7,35,12,10,275,0.03167677776019471
4901,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3018972550074115,5,9,11,30,19,0,450,0.021449194242959418
4902,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.4334535298237239,5,18,15,40,18,25,165,0.05003689778069642
4903,2,8,3,28,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9414127608689317,5,18,18,45,19,15,1470,0.006440922343416102
4904,1,8,2,23,3,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.19578512411011348,5,1,11,15,18,30,435,0.020891051969181347
4905,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.255501811659996,6,12,7,5,19,0,715,0.01346637542126946
4906,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2589954823227716,3,15,8,0,16,10,490,0.018611976466963484
4907,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7643779781280071,4,9,20,55,12,35,940,0.009976385176450121
4908,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.241002417358326,5,9,15,0,1,30,630,0.01527152115296158
4909,0,8,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.6240762700490574,3,1,22,45,0,10,85,0.1094846571484671
4910,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.2606313855886756,3,21,15,0,1,35,635,0.013944354217906352
4911,1,8,0,20,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.2356838613968597,3,9,16,55,21,50,295,0.028328896404282766
4912,2,8,3,20,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7544092404071165,3,9,21,30,19,15,1305,0.007182156544797274
4913,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.03496191443723898,3,24,8,55,9,0,1445,0.006232199153873146
4914,0,7,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4380380010566371,5,27,6,55,9,30,155,0.05324998931179678
4915,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.2751741962845646,4,3,17,15,19,50,155,0.05378625572441907
4916,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9350433474235934,5,27,17,30,4,25,655,0.01445023674498494
4917,1,8,3,33,6,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.705412495462823,6,6,15,45,22,5,380,0.02270437011695318
4918,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.4871266675083121,6,6,11,30,19,0,450,0.020525112163657145
4919,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,5,6,6,0,8,45,165,0.05385451100092613
4920,2,8,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,21,5,30,4,25,1375,0.006999588950387201
4921,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,-1.056058861962852,6,9,21,0,23,50,170,0.04969823644100552
4922,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9253870391442257,4,18,18,25,21,20,175,0.04865938039696919
4923,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.26651238401830524,3,24,22,10,0,55,165,0.05364644500222289
4924,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9920693065897003,4,3,16,55,19,55,180,0.04711865965781678
4925,1,8,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.30373776489997745,5,18,7,10,18,50,700,0.013061005318943388
4926,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,5,15,14,5,16,20,1575,0.005899339316356174
4927,2,8,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1855198897433306,5,9,9,35,12,35,1620,0.005921445395361602
4928,1,8,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.3139194986120047,6,3,5,5,16,10,665,0.013274388139128802
4929,2,8,3,34,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7175867805530071,5,15,5,55,7,40,1545,0.0060543178643713315
4930,0,7,1,19,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.5519384208333267,3,24,22,45,0,10,85,0.09041463068206862
4931,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,6,18,55,16,20,1285,0.0072307077223820815
4932,0,8,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.009061163512071303,4,1,7,5,8,30,85,0.10579186744174293
4933,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1739903182721239,6,6,8,25,20,45,740,0.012955212375849262
4934,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1739903182721239,6,9,6,30,12,0,330,0.029051082297358952
4935,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9350433474235934,5,21,16,0,12,35,1235,0.0076638907432916075
4936,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2108861622168385,6,12,10,0,19,15,555,0.017307545589001914
4937,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.06739592663735572,5,18,19,0,1,30,390,0.023133541596193526
4938,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,4,21,15,15,18,10,175,0.05077711037230177
4939,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.09604123529055898,5,18,11,40,1,30,830,0.010887591585018149
4940,2,8,3,4,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.7212212471516088,3,3,5,40,4,25,1365,0.00722794803434488
4941,1,8,3,6,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.6299423291997269,3,6,17,40,8,15,875,0.010639073984020973
4942,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.003204336615357015,6,12,18,55,22,0,185,0.04859091657320514
4943,0,8,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.6861685837314655,3,21,17,45,20,5,140,0.05805077989533125
4944,1,8,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.38561286004188855,4,9,18,35,1,30,415,0.02118283796198594
4945,2,8,3,0,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9230063919086594,6,24,23,5,19,0,1195,0.007915281782823984
4946,2,8,3,28,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2476181282214753,5,21,9,40,4,25,1125,0.008555053161584357
4947,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.386698351984509,6,27,23,30,2,20,170,0.048705592445426625
4948,1,5,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.04228926745199334,3,24,22,50,12,15,805,0.01113801348741272
4949,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.3018883571194555,3,24,7,10,10,5,175,0.050477762758233666
4950,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.9920693065897003,5,12,18,25,21,20,175,0.04846490707661155
4951,0,8,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.834113085124212,5,6,17,0,19,45,165,0.05189075960114018
4952,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.0045798596116382,4,1,14,5,19,50,345,0.02753737573499426
4953,1,8,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0323828649530815,3,18,16,55,7,40,885,0.010750942974832704
4954,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8158378584218221,3,6,22,5,0,25,140,0.061223589407594786
4955,2,8,2,14,7,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9867600899071102,5,12,7,0,1,20,1100,0.00862845445333376
4956,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.39567758952439863,5,9,6,0,19,0,780,0.011781573500485438
4957,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.003204336615357015,6,6,6,0,8,45,165,0.05448072464268455
4958,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0064847743368839,6,1,17,30,1,30,480,0.0197945142618299
4959,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.90349950097034,6,9,17,0,22,5,1745,0.00541478850394738
4960,2,8,2,28,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5684624959844712,6,6,8,20,18,30,610,0.015209528011624911
4961,0,8,4,8,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.6861685837314655,3,27,9,30,12,5,155,0.05243296248610565
4962,1,8,3,20,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.3382057027849297,5,9,6,50,22,30,940,0.00937773732855794
4963,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5952024201100283,6,6,20,0,9,20,800,0.011614324279076218
4964,0,8,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.834113085124212,5,24,21,5,23,55,170,0.05036456078934194
4965,1,8,2,7,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.20616903578017198,5,24,9,25,11,10,1545,0.005885376877077079
4966,0,8,4,8,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.6861685837314655,3,27,7,55,10,15,140,0.05805077989533125
4967,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.4826222652253749,3,3,8,0,21,0,780,0.012492787924203918
4968,1,8,2,20,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.6313739518171677,4,3,19,20,23,45,265,0.030773867501175244
4969,0,8,0,13,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.1616691672037076,5,3,9,30,12,20,170,0.049381173783542176
4970,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.120421887653912,6,9,6,30,4,40,1330,0.007187606974238766
4971,1,7,3,37,6,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.0178264065353895,6,24,8,45,13,15,270,0.03136375188590563
4972,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1166872861450847,4,1,20,25,9,45,800,0.011947014044799526
4973,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9018007530493612,4,1,20,0,16,20,1220,0.007744212249393424
4974,0,5,3,10,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.9666464138580372,4,3,11,0,14,15,195,0.043560686652667456
4975,0,8,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4554545706007778,6,21,10,20,12,55,155,0.05319264126394359
4976,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,5,18,4,40,7,15,155,0.054692982718738015
4977,1,8,0,20,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6668461328643728,3,9,7,30,12,20,290,0.02981842715821132
4978,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.47467778870065913,5,24,9,0,19,0,600,0.015383244836025168
4979,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.3212340087060717,6,15,23,30,2,20,170,0.04890212912432
4980,1,8,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2020253912481582,5,1,6,30,18,15,705,0.013618674472829549
4981,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8356124930202155,5,9,11,30,14,5,155,0.05523361339892266
4982,0,8,2,5,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.999801723370917,4,24,21,25,0,5,160,0.05298382700877745
4983,1,5,2,7,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.1377826552775552,5,21,6,30,4,40,1330,0.006810529857648484
4984,1,8,2,2,3,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.08528140259933702,5,21,12,0,13,15,1515,0.005903735201960662
4985,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.6470204381021656,3,3,9,55,18,50,535,0.018370614906426865
4986,1,8,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.14325125147078926,6,12,17,0,23,25,385,0.023534534375834196
4987,0,8,0,13,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.19924611486357646,5,1,7,10,10,10,180,0.04936663508418228
4988,2,8,2,14,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7951257806290507,6,6,10,0,5,25,1165,0.008063085764012042
4989,1,8,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1166872861450847,5,18,17,0,21,5,1685,0.005672172840260903
4990,0,8,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.03062592236041,4,9,5,10,8,0,170,0.049774591067564586
4991,0,8,3,10,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.017680537232989707,3,3,5,10,8,0,170,0.05281564993905698
4992,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9350433474235934,5,21,11,30,12,35,1505,0.006288973467086469
4993,1,8,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.3923591119383858,3,9,6,50,4,25,1295,0.007489039924012425
4994,2,8,3,21,4,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.9939958977651787,6,3,21,25,19,0,1295,0.007332040818430578
4995,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.09656417838997362,5,27,8,0,21,0,780,0.011459487700606423
4996,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0064847743368839,6,15,18,15,1,30,435,0.02184222263374334
4997,1,8,2,14,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8476492437794614,6,12,7,35,23,30,955,0.008958185176800334
4998,1,5,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.18870540446690193,6,24,11,40,19,15,455,0.019541481339526674
4999,1,5,2,14,3,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8553688281262166,5,24,20,25,9,45,800,0.011780301677404325
5000,0,8,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6668461328643728,3,15,4,0,6,50,170,0.05086672868165461
5001,2,8,0,7,21,6,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.3982439554594508,3,18,8,55,15,55,420,0.02309835754054958
5002,1,8,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.20766526793066847,6,6,13,0,1,30,750,0.011842263208625739
5003,1,5,3,7,6,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.3954731307471359,3,21,8,0,18,50,650,0.013516685135324943
5004,0,5,1,19,29,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1.789566466999393,6,3,19,35,21,5,90,0.08971486326766127
5005,0,8,2,5,29,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1.4217861615055294,6,18,6,55,9,30,155,0.05330350221914156
