,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Airline_encoded,Source_encoded,Destination_encoded,Total_Stops_encoded,Additional_Info_encoded,Route_1_encoded,Route_2_encoded,Route_3_encoded,Route_4_encoded,Route_5_encoded,Route_6_encoded
5934,5073,3,21,7,35,12,0,265,19.143396226415096,3,2,1,0,8,3,15,6,10,4,1
5935,7695,3,21,10,20,1,35,915,8.40983606557377,6,2,1,0,8,3,6,6,10,4,1
5936,7480,5,24,20,40,9,25,765,9.777777777777779,1,2,1,0,8,3,28,6,10,4,1
5937,10262,6,9,11,30,12,35,1505,6.818604651162791,4,2,1,0,5,3,6,6,10,4,1
5938,13817,3,12,22,55,11,25,750,18.422666666666668,4,0,5,0,8,0,6,7,10,4,1
5939,13067,5,21,9,35,19,10,575,22.725217391304348,4,3,0,0,8,2,10,3,10,4,1
5940,1965,6,6,13,15,14,45,90,21.833333333333332,8,4,3,4,7,1,15,21,10,4,1
5941,6674,6,6,6,50,16,10,560,11.917857142857143,3,2,1,0,8,3,15,6,10,4,1
5942,16172,3,12,5,5,16,55,710,22.777464788732395,1,4,3,1,8,1,12,22,8,4,1
5943,7268,6,24,12,50,19,15,385,18.87792207792208,6,2,1,0,5,3,6,6,10,4,1
5944,17524,3,15,7,0,12,15,315,55.63174603174603,4,0,5,0,8,0,6,7,10,4,1
5945,7888,5,21,18,0,1,30,450,17.52888888888889,6,2,1,0,8,3,6,6,10,4,1
5946,2754,6,6,19,5,20,35,90,30.6,3,4,3,4,8,1,15,21,10,4,1
5947,10573,3,3,12,0,23,55,715,14.787412587412588,1,0,5,2,8,0,14,4,0,2,1
5948,11789,6,9,11,40,19,0,440,26.793181818181818,6,2,1,0,8,3,6,6,10,4,1
5949,13067,5,6,20,25,19,10,1365,9.572893772893773,4,3,0,0,8,2,10,3,10,4,1
5950,4238,3,24,0,40,3,25,165,25.684848484848484,3,0,5,4,8,0,10,21,10,4,1
5951,9794,5,21,7,30,19,0,690,14.194202898550724,6,2,1,0,8,3,6,6,10,4,1
5952,7615,3,21,7,5,9,25,1580,4.819620253164557,1,2,1,1,8,3,15,19,5,4,1
5953,11664,3,21,10,20,4,25,2525,4.619405940594059,4,2,1,1,8,3,16,4,5,4,1
5954,7064,4,1,6,30,19,50,800,8.83,4,3,0,0,5,2,6,3,10,4,1
5955,3809,4,15,19,20,23,45,265,14.373584905660378,3,3,0,0,8,2,15,3,10,4,1
5956,3841,6,18,17,10,19,40,150,25.606666666666666,8,3,0,4,7,2,5,21,10,4,1
5957,6795,5,27,11,40,1,30,830,8.186746987951807,6,2,1,0,8,3,6,6,10,4,1
5958,4565,4,24,15,15,20,5,290,15.741379310344827,3,3,0,0,8,2,15,3,10,4,1
5959,12351,3,9,18,35,1,35,420,29.40714285714286,3,2,1,0,8,3,6,6,10,4,1
5960,5021,3,18,21,5,0,20,195,25.74871794871795,3,2,1,4,8,3,8,21,10,4,1
5961,10467,5,21,13,5,9,25,1220,8.579508196721312,1,2,1,1,8,3,15,19,5,4,1
5962,6121,4,15,17,0,19,45,165,37.096969696969694,1,0,2,4,8,0,10,21,10,4,1
5963,6300,3,15,17,45,20,5,140,45.0,8,1,4,4,8,4,7,21,10,4,1
5964,10715,3,1,5,50,8,40,170,63.029411764705884,0,0,5,4,8,0,10,21,10,4,1
5965,5510,5,24,14,15,16,45,150,36.733333333333334,1,3,0,4,8,2,5,21,10,4,1
5966,6144,5,3,18,55,22,0,185,33.21081081081081,4,0,2,4,5,0,10,21,10,4,1
5967,19329,3,6,19,10,19,45,1475,13.104406779661018,4,2,1,1,8,3,0,4,5,4,1
5968,13253,3,6,12,45,19,25,1840,7.202717391304348,1,4,3,1,8,1,16,7,8,4,1
5969,13941,5,12,6,30,19,50,800,17.42625,4,3,0,0,8,2,6,3,10,4,1
5970,4488,4,1,20,20,22,55,155,28.954838709677418,3,3,0,4,8,2,5,21,10,4,1
5971,3841,6,3,6,55,9,30,155,24.780645161290323,8,3,0,4,7,2,5,21,10,4,1
5972,7575,5,15,11,25,19,15,470,16.117021276595743,6,2,1,0,8,3,6,6,10,4,1
5973,9968,5,27,16,40,19,15,1595,6.249529780564263,1,2,1,1,8,3,0,4,5,4,1
5974,15129,5,9,13,25,19,0,1775,8.523380281690141,4,2,1,1,8,3,0,4,5,4,1
5975,4864,5,6,7,10,12,40,330,14.73939393939394,3,3,0,0,8,2,2,3,10,4,1
5976,7480,6,3,17,20,9,25,965,7.751295336787565,1,2,1,0,8,3,28,6,10,4,1
5977,15867,3,6,7,0,18,50,710,22.347887323943663,6,2,1,0,8,3,6,6,10,4,1
5978,13067,5,21,9,35,22,5,750,17.422666666666668,4,3,0,0,8,2,10,3,10,4,1
5979,8366,5,9,16,50,7,55,905,9.244198895027624,1,3,0,0,8,2,6,3,10,4,1
5980,21571,3,3,12,55,19,15,1820,11.852197802197802,1,2,1,1,8,3,24,4,5,4,1
5981,4282,5,12,4,55,7,45,170,25.188235294117646,0,0,2,4,8,0,10,21,10,4,1
5982,13591,5,9,16,55,19,15,1580,8.601898734177215,1,2,1,1,8,3,7,4,5,4,1
5983,7927,4,1,20,20,23,25,1625,4.878153846153846,10,3,0,0,8,2,10,3,10,4,1
5984,14714,6,3,15,0,19,0,1680,8.758333333333333,4,2,1,0,8,3,6,6,10,4,1
5985,11087,3,12,18,55,16,10,1275,8.695686274509804,4,0,5,0,5,0,6,7,10,4,1
5986,28322,3,1,4,0,7,40,1660,17.06144578313253,1,2,1,0,8,3,6,6,10,4,1
5987,9314,5,1,17,0,19,10,1570,5.932484076433121,4,3,0,0,5,2,10,3,10,4,1
5988,7060,6,9,15,10,20,0,290,24.344827586206897,3,2,1,0,8,3,5,6,10,4,1
5989,7900,3,1,11,35,14,0,145,54.48275862068966,3,1,4,4,8,4,7,21,10,4,1
5990,5678,6,24,2,55,4,20,85,66.8,4,4,3,4,8,1,15,21,10,4,1
5991,4860,4,24,19,35,0,10,275,17.672727272727272,3,3,0,0,8,2,28,3,10,4,1
5992,2017,5,1,5,45,7,15,90,22.41111111111111,8,4,3,4,8,1,15,21,10,4,1
5993,5069,6,12,8,10,13,0,290,17.479310344827585,3,3,0,0,8,2,28,3,10,4,1
5994,9397,6,9,7,10,10,45,1655,5.677945619335348,10,3,0,0,8,2,10,3,10,4,1
5995,5073,4,6,10,35,15,35,300,16.91,3,2,1,0,8,3,6,6,10,4,1
5996,15145,3,24,5,55,23,15,1040,14.5625,1,3,0,2,8,2,11,13,6,0,1
5997,8099,6,24,9,15,19,15,600,13.498333333333333,6,2,1,0,8,3,6,6,10,4,1
5998,14594,3,6,11,50,19,50,480,30.404166666666665,1,0,5,0,8,0,28,7,10,4,1
5999,4729,3,27,14,30,17,35,185,25.562162162162164,3,2,1,4,8,3,8,21,10,4,1
6000,4804,5,21,22,15,0,50,155,30.993548387096773,3,3,0,4,8,2,5,21,10,4,1
6001,19644,5,27,11,40,19,0,440,44.64545454545455,4,2,1,1,5,3,24,4,5,4,1
6002,8656,3,27,19,45,19,15,1410,6.1390070921985815,1,2,1,1,8,3,0,4,5,4,1
6003,13014,6,9,9,40,12,35,1615,8.058204334365325,4,2,1,1,8,3,23,4,5,4,1
6004,6442,3,27,6,40,16,10,570,11.301754385964912,3,2,1,0,8,3,15,6,10,4,1
6005,12373,5,9,13,0,12,35,1415,8.74416961130742,4,2,1,0,5,3,6,6,10,4,1
6006,10539,6,6,9,35,14,25,1730,6.091907514450867,4,3,0,0,5,2,10,3,10,4,1
6007,10844,5,21,20,0,9,20,800,13.555,4,3,0,0,5,2,6,3,10,4,1
6008,8452,6,6,17,0,9,5,965,8.758549222797928,10,3,0,0,8,2,10,3,10,4,1
6009,7144,5,18,8,35,22,30,835,8.555688622754491,3,2,1,0,8,3,15,6,10,4,1
6010,5126,3,9,20,30,23,20,170,30.152941176470588,8,0,5,4,8,0,10,21,10,4,1
6011,6795,6,12,19,0,1,30,390,17.423076923076923,6,2,1,0,8,3,6,6,10,4,1
6012,8586,5,12,21,10,10,5,775,11.078709677419354,4,3,0,0,5,2,6,3,10,4,1
6013,4439,5,18,9,0,11,25,145,30.613793103448277,8,3,0,4,7,2,5,21,10,4,1
6014,6205,3,15,9,35,12,30,175,35.457142857142856,8,0,5,4,7,0,10,21,10,4,1
6015,4284,5,6,0,30,3,25,175,24.48,3,0,2,4,8,0,10,21,10,4,1
6016,14571,6,6,16,30,23,35,425,34.28470588235294,4,3,0,0,8,2,6,3,10,4,1
6017,3807,4,6,19,55,22,25,150,25.38,0,3,0,4,8,2,5,21,10,4,1
6018,3850,3,6,6,55,9,35,160,24.0625,8,3,0,4,8,2,5,21,10,4,1
6019,8479,5,18,11,35,18,50,435,19.491954022988505,8,3,0,0,8,2,26,3,10,4,1
6020,8073,5,18,9,0,21,0,720,11.2125,6,2,1,0,8,3,6,6,10,4,1
6021,3943,6,1,13,0,15,50,170,23.194117647058825,3,0,2,4,8,0,10,21,10,4,1
6022,4332,5,9,11,35,14,0,145,29.875862068965517,3,1,4,4,8,4,7,21,10,4,1
6023,4174,4,27,17,10,19,40,150,27.826666666666668,8,3,0,4,8,2,5,21,10,4,1
6024,14594,3,1,11,50,8,55,1265,11.536758893280632,1,0,5,0,0,0,28,7,10,4,1
6025,11507,6,3,5,30,19,0,810,14.206172839506173,4,2,1,1,5,3,16,4,5,4,1
6026,6093,6,15,7,10,22,30,920,6.622826086956522,6,2,1,0,5,3,15,6,10,4,1
6027,8033,3,24,18,25,21,20,175,45.902857142857144,3,0,5,4,8,0,10,21,10,4,1
6028,4823,6,27,16,55,19,55,180,26.794444444444444,3,0,2,4,8,0,10,21,10,4,1
6029,13292,6,3,21,25,12,35,910,14.606593406593406,4,2,1,1,8,3,16,4,5,4,1
6030,9526,6,15,11,40,19,15,455,20.936263736263736,6,2,1,0,8,3,6,6,10,4,1
6031,3815,3,21,22,20,0,40,140,27.25,8,3,0,4,7,2,5,21,10,4,1
6032,3597,6,27,13,15,15,35,140,25.692857142857143,3,1,4,4,8,4,7,21,10,4,1
6033,13376,6,15,14,35,4,25,830,16.11566265060241,4,2,1,1,8,3,29,4,5,4,1
6034,2017,5,9,5,45,7,15,90,22.41111111111111,8,4,3,4,8,1,15,21,10,4,1
6035,11853,3,24,9,25,1,20,955,12.41151832460733,1,3,0,1,8,2,6,6,3,4,1
6036,10262,6,12,13,0,19,0,360,28.505555555555556,4,2,1,0,5,3,6,6,10,4,1
6037,3859,3,24,9,30,12,5,155,24.89677419354839,8,1,4,4,8,4,7,21,10,4,1
6038,12744,6,9,7,0,5,25,1345,9.475092936802975,1,3,0,1,8,2,10,0,3,4,1
6039,18485,6,1,17,50,1,30,460,40.18478260869565,6,2,1,1,8,3,21,4,5,4,1
6040,13227,5,6,9,50,8,55,1385,9.550180505415163,1,3,0,1,8,2,11,7,3,4,1
6041,3597,6,21,19,35,21,55,140,25.692857142857143,3,1,4,4,8,4,7,21,10,4,1
6042,4804,5,12,15,15,17,45,150,32.026666666666664,3,3,0,4,8,2,5,21,10,4,1
6043,4423,6,15,6,5,8,50,165,26.806060606060605,3,0,2,4,8,0,10,21,10,4,1
6044,10262,6,9,15,0,12,35,1295,7.924324324324324,4,2,1,0,5,3,6,6,10,4,1
6045,3543,5,6,9,45,12,0,135,26.244444444444444,8,1,4,4,7,4,7,21,10,4,1
6046,4174,4,12,21,25,0,5,160,26.0875,3,3,0,4,8,2,5,21,10,4,1
6047,7084,3,9,16,35,22,50,375,18.890666666666668,8,2,1,0,8,3,5,6,10,4,1
6048,14960,5,15,9,50,8,55,1385,10.8014440433213,1,3,0,1,8,2,11,7,3,4,1
6049,13339,3,24,6,30,16,20,590,22.608474576271185,4,3,0,0,8,2,6,3,10,4,1
6050,7229,4,12,8,20,11,20,180,40.16111111111111,4,0,2,4,8,0,10,21,10,4,1
6051,6818,5,18,5,5,16,10,665,10.25263157894737,3,2,1,0,8,3,15,6,10,4,1
6052,13376,6,6,6,45,4,25,1300,10.28923076923077,4,2,1,1,8,3,29,4,5,4,1
6053,6316,6,9,15,0,1,30,630,10.025396825396825,3,2,1,0,8,3,6,6,10,4,1
6054,5201,6,18,18,5,21,10,185,28.113513513513514,1,2,1,4,8,3,8,21,10,4,1
6055,10958,5,18,23,30,4,35,305,35.927868852459014,3,2,1,0,8,3,32,6,10,4,1
6056,3858,6,21,11,35,14,0,145,26.606896551724137,3,1,4,4,8,4,7,21,10,4,1
6057,10262,6,9,13,0,19,0,360,28.505555555555556,4,2,1,0,5,3,6,6,10,4,1
6058,8996,5,24,9,10,13,15,245,36.71836734693878,1,3,0,0,8,2,2,3,10,4,1
6059,8098,3,27,5,10,19,45,2315,3.4980561555075593,4,2,1,1,5,3,28,4,5,4,1
6060,3543,5,1,8,20,10,35,135,26.244444444444444,8,1,4,4,7,4,7,21,10,4,1
6061,10529,5,24,7,30,19,0,690,15.259420289855072,6,2,1,0,8,3,6,6,10,4,1
6062,7438,3,21,2,15,18,50,995,7.4753768844221105,4,2,1,0,5,3,6,6,10,4,1
6063,12373,5,9,14,0,4,25,865,14.304046242774566,4,2,1,0,5,3,6,6,10,4,1
6064,4823,5,27,7,10,10,5,175,27.56,3,0,2,4,8,0,10,21,10,4,1
6065,5769,6,21,8,20,11,20,180,32.05,4,0,2,4,5,0,10,21,10,4,1
6066,9042,3,21,7,0,13,20,380,23.794736842105262,6,2,1,0,8,3,6,6,10,4,1
6067,4697,4,6,17,20,9,25,965,4.867357512953368,1,2,1,0,8,3,28,6,10,4,1
6068,10844,5,9,14,5,19,50,345,31.431884057971015,4,3,0,0,5,2,6,3,10,4,1
6069,8420,6,9,4,55,7,45,170,49.529411764705884,0,0,2,4,8,0,10,21,10,4,1
6070,7563,3,6,7,10,16,10,540,14.005555555555556,6,2,1,0,5,3,15,6,10,4,1
6071,7480,5,15,20,40,9,25,765,9.777777777777779,1,2,1,0,8,3,28,6,10,4,1
6072,4030,5,6,11,10,14,5,175,23.02857142857143,4,0,2,4,5,0,10,21,10,4,1
6073,6513,6,12,7,10,22,30,920,7.0793478260869565,6,2,1,0,8,3,15,6,10,4,1
6074,8355,6,9,10,20,17,35,435,19.20689655172414,4,3,0,0,8,2,11,3,10,4,1
6075,16655,5,21,15,5,1,30,625,26.648,6,2,1,1,8,3,16,4,5,4,1
6076,10844,5,18,5,45,18,15,750,14.458666666666666,4,3,0,0,5,2,6,3,10,4,1
6077,3873,6,21,17,10,19,40,150,25.82,8,3,0,4,8,2,5,21,10,4,1
6078,5224,6,9,15,15,17,45,150,34.82666666666667,3,3,0,4,8,2,5,21,10,4,1
6079,10844,5,15,16,30,12,0,1170,9.26837606837607,4,3,0,0,5,2,6,3,10,4,1
6080,4778,3,3,5,30,8,20,170,28.105882352941176,3,3,0,4,8,2,5,21,10,4,1
6081,16289,3,9,20,50,18,50,1320,12.340151515151515,4,2,1,0,8,3,6,6,10,4,1
6082,5674,3,18,5,10,8,0,170,33.37647058823529,1,2,1,4,8,3,8,21,10,4,1
6083,12854,3,12,6,0,11,55,1795,7.16100278551532,1,4,3,1,8,1,4,7,8,4,1
6084,8425,3,9,22,0,11,5,785,10.73248407643312,1,0,5,0,8,0,8,7,10,4,1
6085,9328,3,21,5,30,18,50,2240,4.164285714285715,4,2,1,1,5,3,23,4,5,4,1
6086,17057,3,3,2,15,15,30,795,21.455345911949685,6,2,1,0,8,3,6,6,10,4,1
6087,7229,5,3,19,50,22,50,180,40.16111111111111,4,0,2,4,8,0,10,21,10,4,1
6088,14871,3,3,11,30,21,0,570,26.089473684210525,3,2,1,0,8,3,6,6,10,4,1
6089,14300,6,27,12,15,19,0,1845,7.750677506775068,4,2,1,1,8,3,1,4,5,4,1
6090,8529,6,12,21,10,9,20,730,11.683561643835617,4,3,0,0,5,2,6,3,10,4,1
6091,10877,6,9,4,55,19,0,845,12.872189349112427,6,2,1,0,8,3,6,6,10,4,1
6092,5386,5,21,17,35,22,15,280,19.235714285714284,3,3,0,0,8,2,28,3,10,4,1
6093,11622,3,27,10,45,18,50,485,23.962886597938144,6,2,1,0,8,3,6,6,10,4,1
6094,10197,5,27,3,50,19,0,910,11.205494505494505,6,2,1,0,8,3,6,6,10,4,1
6095,8028,5,21,16,45,22,30,345,23.269565217391303,0,2,1,0,8,3,5,6,10,4,1
6096,2754,6,1,12,0,13,30,90,30.6,3,4,3,4,8,1,15,21,10,4,1
6097,6781,3,3,8,15,21,25,790,8.583544303797469,1,0,5,0,8,0,15,7,10,4,1
6098,3841,5,21,17,10,19,40,150,25.606666666666666,8,3,0,4,7,2,5,21,10,4,1
6099,8266,6,6,10,20,19,15,535,15.450467289719626,6,2,1,0,8,3,6,6,10,4,1
6100,6144,3,24,7,10,10,5,175,35.10857142857143,3,0,5,4,8,0,10,21,10,4,1
6101,4544,4,24,11,10,14,5,175,25.965714285714284,4,0,2,4,5,0,10,21,10,4,1
6102,14441,6,3,5,30,12,35,425,33.97882352941176,4,2,1,1,8,3,4,4,5,4,1
6103,3100,6,12,21,5,22,25,80,38.75,1,4,3,4,8,1,15,21,10,4,1
6104,13067,5,18,20,25,14,25,1080,12.099074074074075,4,3,0,0,8,2,10,3,10,4,1
6105,8529,6,12,18,55,23,35,1720,4.958720930232558,4,3,0,0,5,2,6,3,10,4,1
6106,6442,5,15,8,35,16,10,455,14.158241758241758,3,2,1,0,8,3,15,6,10,4,1
6107,6480,6,27,10,20,21,0,640,10.125,6,2,1,0,8,3,6,6,10,4,1
6108,11003,3,3,10,30,11,20,1490,7.384563758389262,1,0,5,0,8,0,37,7,10,4,1
6109,4668,6,12,21,0,23,50,170,27.458823529411763,10,0,2,4,8,0,10,21,10,4,1
6110,13941,5,9,6,30,4,40,1330,10.481954887218045,4,3,0,0,8,2,6,3,10,4,1
6111,8820,5,12,7,10,18,50,700,12.6,10,3,0,0,8,2,10,3,10,4,1
6112,9064,3,9,17,45,23,0,315,28.774603174603175,1,2,1,0,8,3,5,6,10,4,1
6113,10844,6,6,8,25,19,50,685,15.83065693430657,4,3,0,0,5,2,6,3,10,4,1
6114,15129,5,18,5,30,19,0,810,18.677777777777777,4,2,1,1,8,3,23,4,5,4,1
6115,6513,5,9,7,10,16,10,540,12.061111111111112,6,2,1,0,8,3,15,6,10,4,1
6116,14676,6,9,17,0,23,35,395,37.154430379746834,4,3,0,0,8,2,10,3,10,4,1
6117,4823,5,18,7,10,10,5,175,27.56,3,0,2,4,8,0,10,21,10,4,1
6118,4174,4,12,15,15,17,45,150,27.826666666666668,3,3,0,4,8,2,5,21,10,4,1
6119,19172,3,9,15,55,4,25,750,25.562666666666665,4,2,1,1,8,3,9,4,5,4,1
6120,4423,4,12,5,55,8,35,160,27.64375,8,0,2,4,8,0,10,21,10,4,1
6121,3873,6,12,6,55,9,30,155,24.98709677419355,8,3,0,4,8,2,5,21,10,4,1
6122,7189,6,3,21,50,3,35,345,20.83768115942029,3,2,1,0,8,3,27,6,10,4,1
6123,13731,6,6,6,30,4,40,1330,10.32406015037594,4,3,0,0,8,2,6,3,10,4,1
6124,14151,5,12,9,35,10,55,1520,9.30986842105263,4,3,0,0,8,2,10,3,10,4,1
6125,4667,5,21,11,40,13,55,135,34.57037037037037,1,1,4,4,8,4,7,21,10,4,1
6126,8834,3,21,19,10,4,25,1995,4.428070175438597,4,2,1,1,5,3,0,4,5,4,1
6127,11467,5,1,20,25,19,10,1365,8.400732600732601,4,3,0,0,8,2,10,3,10,4,1
6128,12395,3,6,8,45,16,45,480,25.822916666666668,10,4,3,0,8,1,10,11,10,4,1
6129,7858,5,21,17,15,0,55,460,17.082608695652173,6,2,1,0,8,3,15,6,10,4,1
6130,4804,5,24,20,20,22,55,155,30.993548387096773,3,3,0,4,8,2,5,21,10,4,1
6131,13469,6,9,20,25,9,45,800,16.83625,4,3,0,0,5,2,10,3,10,4,1
6132,7673,3,6,14,30,17,35,185,41.475675675675674,3,2,1,4,8,3,8,21,10,4,1
6133,14151,6,9,17,0,18,0,1500,9.434,4,3,0,0,8,2,10,3,10,4,1
6134,10262,6,24,15,0,12,35,1295,7.924324324324324,4,2,1,0,5,3,6,6,10,4,1
6135,13014,6,24,9,40,12,35,1615,8.058204334365325,4,2,1,1,8,3,23,4,5,4,1
6136,12373,5,9,13,0,19,0,360,34.36944444444445,4,2,1,0,5,3,6,6,10,4,1
6137,11399,5,18,10,0,19,0,540,21.10925925925926,4,2,1,0,5,3,6,6,10,4,1
6138,3971,5,6,9,30,12,20,170,23.358823529411765,8,0,2,4,8,0,10,21,10,4,1
6139,6007,6,27,6,0,21,0,900,6.674444444444444,6,2,1,0,5,3,6,6,10,4,1
6140,6383,3,15,10,30,22,55,745,8.567785234899329,1,0,5,0,8,0,37,7,10,4,1
6141,5740,5,12,8,30,11,20,170,33.76470588235294,3,0,2,4,8,0,10,21,10,4,1
6142,1965,6,15,13,15,14,45,90,21.833333333333332,8,4,3,4,7,1,15,21,10,4,1
6143,5935,3,21,7,10,21,20,850,6.982352941176471,6,2,1,1,5,3,15,19,5,4,1
6144,4174,4,6,9,35,12,20,165,25.296969696969697,3,3,0,4,8,2,5,21,10,4,1
6145,7738,3,21,4,45,13,20,515,15.025242718446602,3,2,1,0,8,3,6,6,10,4,1
6146,10441,5,24,22,0,19,15,1275,8.189019607843138,1,2,1,1,8,3,12,4,5,4,1
6147,3100,3,15,21,5,22,25,80,38.75,1,4,3,4,8,1,15,21,10,4,1
6148,14714,6,6,17,30,19,0,1530,9.616993464052287,4,2,1,0,8,3,6,6,10,4,1
6149,9135,6,9,17,0,18,50,1550,5.893548387096774,10,3,0,0,8,2,10,3,10,4,1
6150,7893,4,1,16,50,18,30,1540,5.125324675324675,1,3,0,0,8,2,6,3,10,4,1
6151,12121,5,6,17,0,23,35,395,30.686075949367087,4,3,0,0,8,2,10,3,10,4,1
6152,6094,6,9,14,10,17,10,180,33.855555555555554,1,2,1,4,8,3,8,21,10,4,1
6153,4423,6,9,10,10,13,0,170,26.01764705882353,3,0,2,4,8,0,10,21,10,4,1
6154,7832,3,21,20,35,7,40,665,11.777443609022557,4,0,5,0,5,0,6,7,10,4,1
6155,5403,4,3,11,30,14,20,170,31.78235294117647,10,0,2,4,8,0,10,21,10,4,1
6156,3841,4,1,9,0,11,25,145,26.489655172413794,8,3,0,4,7,2,5,21,10,4,1
6157,11093,3,21,10,45,4,25,1060,10.465094339622642,4,2,1,1,8,3,3,4,5,4,1
6158,7229,4,24,19,50,22,50,180,40.16111111111111,4,0,2,4,8,0,10,21,10,4,1
6159,4823,5,27,16,55,19,55,180,26.794444444444444,3,0,2,4,8,0,10,21,10,4,1
6160,11467,5,1,9,35,19,10,575,19.942608695652172,4,3,0,0,8,2,10,3,10,4,1
6161,6111,5,1,7,10,12,40,330,18.51818181818182,3,3,0,0,8,2,2,3,10,4,1
6162,8066,5,9,17,0,10,55,1075,7.503255813953488,4,3,0,0,5,2,10,3,10,4,1
6163,7258,3,27,4,45,21,0,975,7.444102564102564,3,2,1,0,8,3,6,6,10,4,1
6164,4729,3,27,5,10,8,0,170,27.81764705882353,1,2,1,4,8,3,8,21,10,4,1
6165,15135,3,6,9,10,18,50,580,26.094827586206897,6,2,1,0,8,3,6,6,10,4,1
6166,12718,5,24,9,25,1,20,955,13.317277486910994,1,3,0,1,8,2,6,6,3,4,1
6167,5678,6,18,2,55,4,20,85,66.8,4,4,3,4,8,1,15,21,10,4,1
6168,5298,6,24,6,50,12,10,320,16.55625,3,2,1,0,8,3,15,6,10,4,1
6169,14815,3,6,11,40,0,45,785,18.872611464968152,4,0,5,0,8,0,6,7,10,4,1
6170,13014,6,24,5,30,4,25,1375,9.464727272727274,4,2,1,1,8,3,23,4,5,4,1
6171,4491,5,18,9,0,11,25,145,30.97241379310345,8,3,0,4,8,2,5,21,10,4,1
6172,11421,3,27,10,20,18,50,510,22.394117647058824,6,2,1,0,8,3,6,6,10,4,1
6173,12284,3,18,8,0,7,40,1420,8.650704225352113,4,0,5,0,8,0,6,7,10,4,1
6174,7229,5,12,6,0,8,45,165,43.81212121212121,4,0,2,4,8,0,10,21,10,4,1
6175,4823,4,15,7,10,10,5,175,27.56,3,0,2,4,8,0,10,21,10,4,1
6176,12898,6,27,20,55,4,25,450,28.662222222222223,4,2,1,0,5,3,6,6,10,4,1
6177,13587,6,27,7,5,21,0,835,16.27185628742515,6,2,1,0,8,3,6,6,10,4,1
6178,12373,5,18,9,0,4,25,1165,10.620600858369098,4,2,1,0,5,3,6,6,10,4,1
6179,5999,3,21,7,10,22,20,910,6.592307692307692,6,2,1,0,5,3,15,6,10,4,1
6180,10907,5,18,8,20,18,30,610,17.880327868852458,1,3,0,1,8,2,23,4,3,4,1
6181,14151,6,6,9,35,21,5,690,20.508695652173913,4,3,0,0,8,2,10,3,10,4,1
6182,4591,5,12,23,30,2,20,170,27.00588235294118,3,0,2,4,8,0,10,21,10,4,1
6183,19225,3,6,14,5,20,20,375,51.266666666666666,4,0,5,0,8,0,6,7,10,4,1
6184,9663,5,6,14,5,12,0,1315,7.34828897338403,4,3,0,0,5,2,6,3,10,4,1
6185,10844,5,1,6,30,18,15,705,15.381560283687943,4,3,0,0,5,2,6,3,10,4,1
6186,13727,5,9,13,0,21,0,480,28.597916666666666,6,2,1,0,8,3,6,6,10,4,1
6187,14151,5,18,9,35,21,5,690,20.508695652173913,4,3,0,0,8,2,10,3,10,4,1
6188,10262,6,27,18,15,12,35,1100,9.329090909090908,4,2,1,0,5,3,6,6,10,4,1
6189,3873,6,12,9,0,11,25,145,26.71034482758621,8,3,0,4,8,2,5,21,10,4,1
6190,13014,6,24,19,30,4,25,535,24.325233644859814,4,2,1,1,8,3,23,4,5,4,1
6191,5510,6,21,14,15,16,45,150,36.733333333333334,1,3,0,4,8,2,5,21,10,4,1
6192,17282,3,9,10,45,4,25,1060,16.30377358490566,4,2,1,1,8,3,3,4,5,4,1
6193,6653,3,27,9,45,21,20,695,9.572661870503596,6,2,1,1,8,3,15,19,5,4,1
6194,12214,3,3,9,55,15,10,315,38.77460317460317,3,2,1,0,8,3,28,6,10,4,1
6195,3625,5,1,13,55,15,25,90,40.27777777777778,1,4,3,4,8,1,15,21,10,4,1
6196,6860,3,3,8,30,11,30,180,38.111111111111114,3,0,5,4,8,0,10,21,10,4,1
6197,3876,6,24,10,35,19,35,540,7.177777777777778,2,2,1,0,8,3,6,6,10,4,1
6198,5613,4,27,19,30,22,15,165,34.018181818181816,10,0,2,4,8,0,10,21,10,4,1
6199,8971,3,27,5,55,7,40,1545,5.8064724919093855,1,2,1,1,8,3,29,4,5,4,1
6200,4030,5,21,19,50,22,50,180,22.38888888888889,4,0,2,4,5,0,10,21,10,4,1
6201,8075,3,27,15,0,1,35,635,12.716535433070867,3,2,1,0,8,3,6,6,10,4,1
6202,7005,6,15,6,0,21,0,900,7.783333333333333,6,2,1,0,8,3,6,6,10,4,1
6203,4778,3,6,22,10,0,55,165,28.957575757575757,3,3,0,4,8,2,5,21,10,4,1
6204,3687,5,9,7,5,9,20,135,27.31111111111111,10,1,4,4,8,4,7,21,10,4,1
6205,10262,6,9,11,30,4,25,1015,10.110344827586207,4,2,1,0,5,3,6,6,10,4,1
6206,15113,3,3,5,55,7,40,1545,9.781877022653722,1,2,1,1,8,3,4,4,5,4,1
6207,6979,5,6,10,35,1,30,895,7.797765363128492,3,2,1,0,8,3,6,6,10,4,1
6208,6717,3,21,7,5,16,10,545,12.324770642201836,6,2,1,0,8,3,15,6,10,4,1
6209,16736,3,6,8,55,23,0,845,19.805917159763315,4,0,5,0,8,0,6,7,10,4,1
6210,7192,3,15,11,50,19,50,480,14.983333333333333,1,0,5,0,8,0,28,7,10,4,1
