,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
6800,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,4649,5,12,15,5,20,20,315,14.75873015873016
6801,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,21,50,19,0,1270,8.080314960629922
6802,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5613,4,6,19,30,22,15,165,34.018181818181816
6803,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6144,3,24,8,30,11,30,180,34.13333333333333
6804,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,13067,5,12,17,0,22,5,1745,7.488252148997135
6805,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7608,3,3,21,10,0,5,175,43.47428571428571
6806,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7198,6,9,10,0,1,30,930,7.7397849462365595
6807,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,15,16,30,23,35,425,32.80235294117647
6808,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,9,9,40,4,25,1125,9.216
6809,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,27,8,20,10,35,135,26.244444444444444
6810,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4462,3,27,20,25,23,5,160,27.8875
6811,Air India,Kolkata,Banglore,CCU ? IXR ? BBI ? BLR,2 stops,No info,8005,3,24,5,50,13,40,470,17.03191489361702
6812,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,18,55,22,35,1660,4.255421686746988
6813,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12121,5,1,20,25,21,5,1480,8.189864864864864
6814,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,8918,5,9,12,0,19,15,435,20.501149425287355
6815,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,8891,5,12,9,25,21,50,745,11.934228187919462
6816,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,10203,5,1,10,0,16,15,375,27.208
6817,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8073,5,15,13,0,21,0,480,16.81875
6818,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,11237,3,3,16,10,22,20,370,30.37027027027027
6819,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,No info,13376,6,12,6,45,4,25,1300,10.28923076923077
6820,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6513,6,9,7,10,22,30,920,7.0793478260869565
6821,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13731,5,24,18,55,4,40,585,23.47179487179487
6822,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,20,0,19,50,1430,4.93986013986014
6823,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,16736,3,6,5,45,19,10,805,20.79006211180124
6824,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,15,20,0,10,5,845,10.16094674556213
6825,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11789,6,15,6,0,19,0,780,15.114102564102565
6826,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5224,5,24,11,30,14,5,155,33.70322580645161
6827,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6834,5,15,21,5,0,20,195,35.04615384615385
6828,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6316,6,15,16,0,1,30,570,11.080701754385965
6829,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,No info,11869,3,21,10,45,18,50,1925,6.1657142857142855
6830,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4384,3,6,22,50,1,20,150,29.226666666666667
6831,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5644,4,21,14,25,16,55,150,37.626666666666665
6832,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,19681,3,9,20,15,19,15,1380,14.26159420289855
6833,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13377,6,6,10,0,1,30,930,14.383870967741936
6834,Multiple carriers,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,10090,3,9,9,45,21,20,695,14.517985611510792
6835,Jet Airways,Mumbai,Hyderabad,BOM ? IDR ? DEL ? HYD,2 stops,No info,20845,3,6,17,50,16,50,1380,15.105072463768115
6836,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4878,6,24,17,0,19,35,155,31.470967741935485
6837,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2227,6,1,21,20,22,50,90,24.744444444444444
6838,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,5,18,7,35,16,10,515,12.50873786407767
6839,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3257,5,27,21,10,0,5,175,18.611428571428572
6840,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7229,6,15,6,0,8,45,165,43.81212121212121
6841,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,2 stops,No info,15164,5,1,20,30,13,45,1035,14.651207729468599
6842,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,10067,3,24,10,10,13,0,170,59.21764705882353
6843,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,5674,3,15,14,10,17,10,180,31.522222222222222
6844,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,20800,3,1,14,5,10,25,1220,17.049180327868854
6845,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,7144,5,18,6,50,22,30,940,7.6
6846,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,5,27,5,10,8,0,170,35.84705882352941
6847,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4050,5,18,10,20,11,50,90,45.0
6848,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3859,6,24,9,45,12,0,135,28.585185185185185
6849,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,11664,3,21,10,20,18,50,1950,5.981538461538461
6850,Multiple carriers,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,In-flight meal not included,7731,3,6,7,10,21,20,850,9.09529411764706
6851,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12692,6,12,9,35,19,10,575,22.07304347826087
6852,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,11307,5,18,13,15,9,25,1210,9.344628099173553
6853,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,6,9,21,10,4,40,450,19.08
6854,IndiGo,Banglore,New Delhi,BLR ? STV ? DEL,1 stop,No info,5746,3,21,11,20,15,25,245,23.453061224489797
6855,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13378,3,21,8,0,19,15,675,19.81925925925926
6856,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7486,3,24,17,0,19,45,165,45.36969696969697
6857,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,7298,3,6,9,30,12,5,155,47.08387096774194
6858,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7005,6,12,11,40,21,0,560,12.508928571428571
6859,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,12,17,15,19,50,155,30.993548387096773
6860,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16162,3,9,4,45,12,55,490,32.98367346938775
6861,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,4,24,0,30,3,25,175,19.537142857142857
6862,Air Asia,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,5192,5,1,15,10,23,30,500,10.384
6863,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,4,15,10,20,12,55,155,28.44516129032258
6864,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,4,18,8,20,11,20,180,40.16111111111111
6865,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,1 stop,No info,5397,3,15,16,55,21,50,295,18.29491525423729
6866,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,6542,4,15,14,0,19,0,300,21.80666666666667
6867,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5281,3,27,10,25,19,20,535,9.871028037383178
6868,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8266,6,6,12,50,19,15,385,21.47012987012987
6869,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,12,14,0,19,0,300,34.20666666666666
6870,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11105,3,24,20,20,20,25,1445,7.685121107266436
6871,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,3,8,20,11,20,180,25.244444444444444
6872,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4960,3,6,14,15,16,45,150,33.06666666666667
6873,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,16736,3,6,8,55,5,5,1210,13.831404958677686
6874,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13377,6,1,10,0,1,30,930,14.383870967741936
6875,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2227,5,18,13,15,14,45,90,24.744444444444444
6876,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,3,15,6,20,7,40,80,38.75
6877,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,6,9,21,5,22,25,80,38.75
6878,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,5,18,6,55,9,30,155,24.98709677419355
6879,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5232,3,3,20,5,21,35,90,58.13333333333333
6880,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,3359,5,27,18,55,22,0,185,18.156756756756756
6881,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6144,3,24,7,10,10,5,175,35.10857142857143
6882,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,7725,3,6,7,35,12,0,265,29.150943396226417
6883,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,4441,3,24,21,5,23,55,170,26.123529411764707
6884,Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,3 stops,No info,10703,6,27,5,15,19,15,2280,4.694298245614035
6885,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8529,6,12,21,10,10,5,775,11.005161290322581
6886,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14973,3,3,4,0,13,20,560,26.7375
6887,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14571,5,24,8,25,19,50,685,21.271532846715328
6888,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3257,6,3,21,10,0,5,175,18.611428571428572
6889,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,18,16,55,23,0,365,30.375342465753423
6890,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,4,1,6,55,9,30,155,24.98709677419355
6891,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,4423,4,15,9,30,12,20,170,26.01764705882353
6892,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,11753,6,3,10,55,7,40,1245,9.440160642570282
6893,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14571,5,24,16,30,23,35,425,34.28470588235294
6894,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8475,6,3,6,0,21,0,900,9.416666666666666
6895,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,1,20,0,10,5,845,16.498224852071004
6896,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16079,5,21,19,45,19,0,1395,11.526164874551972
6897,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13399,3,6,4,0,18,50,890,15.055056179775281
6898,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,9653,6,6,16,40,19,15,1595,6.052037617554859
6899,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,6,10,0,19,0,540,27.248148148148147
6900,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,3383,6,18,11,10,13,55,165,20.503030303030304
6901,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,22270,3,1,14,5,8,15,1090,20.431192660550458
6902,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,5944,3,3,7,5,9,20,135,44.02962962962963
6903,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,12,18,55,8,15,800,12.07875
6904,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7740,6,1,11,40,21,0,560,13.821428571428571
6905,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7211,4,1,20,30,23,15,1605,4.4928348909657325
6906,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,4,1,18,55,22,0,185,39.075675675675676
6907,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,6,11,30,14,5,155,26.929032258064517
6908,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5170,3,15,14,15,16,45,150,34.46666666666667
6909,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15135,3,3,9,10,18,50,580,26.094827586206897
6910,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,4649,4,9,15,5,20,20,315,14.75873015873016
6911,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,5,1,7,0,9,40,160,29.175
6912,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,7480,6,12,20,40,9,25,765,9.777777777777779
6913,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6121,4,18,17,0,19,45,165,37.096969696969694
6914,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,27,23,5,19,0,1195,12.660251046025104
6915,Air India,Kolkata,Banglore,CCU ? GAU ? BLR,1 stop,No info,7452,5,6,9,50,21,5,675,11.04
6916,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,In-flight meal not included,10539,6,6,9,35,10,55,1520,6.933552631578947
6917,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7648,3,3,22,20,1,10,170,44.98823529411764
6918,SpiceJet,Banglore,New Delhi,BLR ? DEL,non-stop,No info,3925,3,24,9,35,12,30,175,22.428571428571427
6919,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,6,15,13,15,15,35,140,25.692857142857143
6920,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,1,18,55,10,5,910,9.435164835164835
6921,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,2 stops,No info,13591,6,27,16,55,19,15,1580,8.601898734177215
6922,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,1,7,5,16,10,545,17.699082568807338
6923,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,5,6,9,45,12,35,170,27.458823529411763
6924,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,10203,5,9,10,0,20,25,625,16.3248
6925,Air India,Banglore,New Delhi,BLR ? COK ? DEL,1 stop,No info,7932,3,24,6,55,13,20,385,20.602597402597404
6926,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,7893,4,1,16,50,7,55,905,8.721546961325966
6927,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,9,5,30,19,0,810,16.085185185185185
6928,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,12,9,0,12,35,1655,6.200604229607251
6929,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,3574,6,12,19,20,23,45,265,13.486792452830189
6930,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8759,6,3,7,55,22,25,870,10.067816091954024
6931,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,13502,3,3,8,0,7,40,1420,9.508450704225352
6932,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6528,5,18,14,35,14,35,1440,4.533333333333333
6933,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,6017,3,27,15,5,4,25,800,7.52125
6934,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5613,4,9,19,30,22,15,165,34.018181818181816
6935,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,6,27,8,45,10,15,90,89.33333333333333
6936,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,5694,3,24,4,0,6,50,170,33.49411764705882
6937,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,21,17,30,19,0,1530,8.430065359477124
6938,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,5192,6,12,7,35,19,25,710,7.312676056338028
6939,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,1,15,0,19,0,1680,8.758333333333333
6940,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13817,3,12,5,45,23,0,1035,13.349758454106281
6941,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,15,9,0,19,0,600,24.523333333333333
6942,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,12,19,35,21,55,140,25.692857142857143
6943,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6121,5,9,13,20,16,10,170,36.00588235294118
6944,Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,2 stops,No info,11642,6,9,16,50,5,35,765,15.21830065359477
6945,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15764,3,6,16,0,4,25,745,21.15973154362416
6946,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,1,4,40,7,15,155,30.993548387096773
6947,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,13223,5,27,10,55,19,15,500,26.446
6948,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3858,6,24,11,35,14,0,145,26.606896551724137
6949,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6795,6,3,10,20,1,30,910,7.467032967032967
6950,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8327,3,9,16,45,22,15,330,25.233333333333334
6951,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8907,5,21,9,30,23,0,810,10.996296296296297
6952,IndiGo,Kolkata,Banglore,CCU ? GAU ? BLR,1 stop,No info,7095,6,9,15,10,20,30,320,22.171875
6953,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6902,3,21,21,0,7,40,640,10.784375
6954,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,21,19,30,12,35,1025,12.711219512195122
6955,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8372,5,9,10,0,19,15,555,15.084684684684685
6956,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,24,8,25,19,50,685,15.83065693430657
6957,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4384,3,6,19,35,22,5,150,29.226666666666667
6958,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12121,5,15,9,35,22,5,750,16.161333333333335
6959,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11467,5,21,9,35,14,25,1730,6.628323699421966
6960,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6860,3,3,20,0,22,55,175,39.2
6961,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11241,6,15,10,0,19,15,555,20.254054054054055
6962,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13759,3,24,19,45,20,40,1495,9.20334448160535
6963,IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,4226,5,1,19,35,23,15,220,19.20909090909091
6964,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9274,5,9,16,0,1,30,570,16.270175438596493
6965,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12192,6,27,8,0,19,0,660,18.472727272727273
6966,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,9,9,35,12,20,165,29.115151515151513
6967,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,27,11,30,12,35,1505,6.818604651162791
6968,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,15,13,0,12,35,1415,7.252296819787986
6969,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3175,6,9,16,55,18,25,90,35.27777777777778
6970,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,17,30,12,35,1145,11.264628820960699
6971,Jet Airways,Delhi,Cochin,DEL ? COK,non-stop,No info,9564,6,21,11,0,14,15,195,49.04615384615385
6972,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,12819,6,27,13,25,19,0,1775,7.2219718309859156
6973,Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,2 stops,No info,15187,3,24,9,10,7,55,1365,11.126007326007326
6974,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,12802,5,24,9,25,13,45,1700,7.530588235294117
6975,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,3,9,35,12,10,155,30.993548387096773
6976,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,6300,3,9,17,45,20,5,140,45.0
6977,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,5,27,17,10,19,40,150,25.82
6978,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5224,6,1,17,15,19,50,155,33.70322580645161
6979,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,4,15,21,5,23,55,170,30.75294117647059
6980,Air India,Mumbai,Hyderabad,BOM ? BLR ? HYD,1 stop,No info,8065,3,12,9,15,9,15,1440,5.600694444444445
6981,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,4441,4,3,21,5,23,55,170,26.123529411764707
6982,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7354,6,3,10,35,19,15,520,14.142307692307693
6983,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,5,21,5,10,8,0,170,35.84705882352941
6984,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,20,0,12,0,960,7.358333333333333
6985,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,13292,6,9,9,35,4,25,1130,11.762831858407079
6986,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,No info,13376,6,12,14,35,12,35,1320,10.133333333333333
6987,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,In-flight meal not included,7791,3,21,10,45,18,50,1925,4.047272727272727
6988,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,7480,6,12,12,30,9,25,1255,5.960159362549801
6989,IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,5069,5,15,8,10,13,0,290,17.479310344827585
6990,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3257,6,18,9,30,12,20,170,19.158823529411766
6991,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,34273,5,9,12,50,1,30,760,45.09605263157895
6992,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,16704,5,18,19,10,19,0,1430,11.68111888111888
6993,Air India,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,2 stops,No info,11432,5,9,8,20,23,15,895,12.773184357541899
6994,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,4307,3,12,21,5,22,25,80,53.8375
6995,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,27,19,30,12,35,1025,12.711219512195122
6996,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,5,21,15,0,16,25,85,36.470588235294116
6997,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10031,3,24,19,45,22,35,1610,6.230434782608696
6998,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,6,6,6,55,9,30,155,24.780645161290323
6999,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,15,19,50,22,50,180,22.38888888888889
7000,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,10441,6,15,22,0,19,15,1275,8.189019607843138
7001,Air India,Kolkata,Banglore,CCU ? BBI ? IXR ? DEL ? BLR,3 stops,No info,14221,3,24,12,0,23,15,2115,6.723877068557919
7002,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,3,11,30,19,0,450,22.804444444444446
7003,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,4,15,11,10,14,5,175,41.308571428571426
7004,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,8033,3,24,13,0,15,50,170,47.252941176470586
7005,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6818,6,15,5,5,12,10,425,16.04235294117647
7006,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7485,5,21,8,45,21,0,735,10.183673469387756
7007,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,3971,6,3,9,30,12,20,170,23.358823529411765
7008,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,15,17,45,20,5,140,25.692857142857143
